SCAN_INDEX,X,Y,Z,SIGNAL_STRENGTH
0,674.351,220.329,418.938,6
0,671.483,318.125,420.323,97
0,646.505,155.321,418.879,18
0,453.088,59.936,420.365,115
0,500.471,114.214,419.79,80
0,549.399,88.777,419.778,77
0,689.643,328.299,424.697,59
0,623.735,169.74,418.701,9
0,616.534,22.256,420.014,57
0,636.261,145.681,418.733,22
0,639.78,170.268,418.68,7
0,579.365,159.689,419.467,48
0,633.625,115.021,419.553,70
0,603.473,70.642,419.849,87
0,534.175,27.333,420.103,90
0,603.24,222.893,420.021,102
0,683.524,20.008,419.589,8
0,590.893,185.05,418.838,5
0,663.142,321.27,420.063,44
0,425.947,19.407,432.177,16
0,634.032,267.059,419.749,75
0,601.59,170.158,419.332,45
0,672.445,205.469,419.647,61
0,650.795,144.248,419.376,44
0,577.854,209.451,419.947,105
0,527.283,129.679,420.143,107
0,690.993,55.065,420.03,59
0,586.457,84.148,419.737,90
0,690.741,263.628,419.707,118
0,655.944,221.381,419.424,27
0,658.623,86.186,419.091,111
0,639.721,194.086,418.62,5
0,630.356,232.136,420.092,113
0,642.971,287.752,429.445,19
0,511.999,33.823,419.581,21
0,659.062,270.021,420.117,109
0,650.401,8.82,419.662,19
0,640.146,110.892,419.593,95
0,422.309,19.971,455.725,22
0,584.221,42.718,419.676,102
0,585.581,60.226,419.664,73
0,631.329,55.721,419.235,19
0,689.073,154.799,419.203,40
0,614.9,166.95,419.376,40
0,677.601,322.732,420.232,104
0,647.757,181.074,418.25,2
0,561.699,152.733,419.317,16
0,663.694,313.128,419.93,55
0,480.313,77.977,420.283,90
0,479.85,18.523,420.654,97
0,628.954,144.667,419.274,43
0,503.426,60.673,420.044,88
0,558.838,107.176,419.644,57
0,660.865,50.278,420.024,71
0,696.137,373.209,420.763,102
0,597.468,93.048,419.857,92
0,655.905,189.637,419.051,21
0,487.87,7.705,421.087,90
0,533.558,130.815,419.865,105
0,590.378,174.7,418.87,13
0,595.513,149.396,420.113,96
0,651.115,127.825,419.471,56
0,415.499,4.593,436.316,36
0,625.267,171.198,419.262,36
0,612.404,179.399,418.681,6
0,520.043,50.136,420.246,78
0,573.832,84.005,421.939,143
0,473.162,22.755,420.738,34
0,695.565,276.696,420.186,113
0,633.369,174.336,418.647,8
0,677.038,248.188,419.882,89
0,668.284,69.2,423.129,46
0,645.976,227.647,419.98,88
0,666.932,168.91,418.29,1
0,495.28,109.334,419.696,88
0,496.494,7.999,420.311,64
0,415.018,17.817,443.297,13
0,466.215,29.907,420.703,40
0,554.88,96.247,418.982,1
0,682.577,78.17,422.595,135
0,631.247,156.614,419.341,40
0,612.235,8.07,419.946,48
0,585.277,212.438,419.843,114
0,609.915,66.545,420.136,91
0,567.509,93.413,419.672,66
0,676.63,280.46,423.814,92
0,686.473,72.99,430.334,8
0,477.011,3.332,426.257,126
0,659.839,2.834,419.846,42
0,485.571,80.357,420.464,106
0,657.107,28.831,419.592,12
0,685.942,194.231,419.952,76
0,562.006,139.127,419.941,110
0,644.949,276.518,419.891,95
0,626.562,208.223,418.834,0
0,499.463,46.909,420.252,91
0,695.718,115.805,419.804,70
0,576.701,103.553,419.494,24
0,607.035,214.741,419.741,103
0,589.349,17.147,420.17,68
0,674.771,153.38,419.268,50
0,597.808,114.02,419.924,90
0,659.065,181.861,417.964,0
0,417.306,11.33,437.101,74
0,502.586,6.875,419.625,9
0,512.766,111.977,419.526,59
0,510.178,97.558,419.758,93
0,593.806,134.672,419.848,101
0,653.99,142.221,419.456,45
0,661.627,9.751,419.584,11
0,495.923,11.072,420.122,56
0,679.486,198.311,420.002,91
0,696.5,107.224,423.403,130
0,597.214,156.667,420.079,101
0,572.806,163.823,419.814,63
0,485.077,6.759,426.222,43
0,513.484,54.32,419.829,78
0,638.04,136.076,419.743,66
0,632.383,110.188,420.114,83
0,694.486,368.785,420.294,75
0,534.975,108.789,420.113,96
0,637.876,83.287,419.731,100
0,676.797,82.052,419.7,118
0,428.236,17.457,438.889,3
0,682.973,222.618,418.69,2
0,569.998,26.236,429.418,3
0,625.022,80.972,419.668,90
0,661.783,233.595,419.875,83
0,478.974,38.423,419.98,19
0,697.068,219.375,419.776,56
0,499.169,33.445,418.977,1
0,592.248,125.802,419.775,71
0,574.378,48.907,420.174,80
0,638.622,234.603,422.773,119
0,582.952,21.206,420.201,66
0,692.182,152.815,419.366,46
0,592.833,191.805,418.758,2
0,667.999,288.411,426.064,147
0,580.619,85.11,419.769,88
0,596.169,189.682,418.869,5
0,553.35,70.262,419.386,47
0,628.673,225.184,420.098,106
0,634.864,138.11,419.4,86
0,477.072,80.058,419.971,52
0,536.81,144.469,419.82,69
0,669.117,127.317,419.564,107
0,644.591,262.924,419.633,89
0,653.811,8.783,419.74,11
0,550.816,66.357,419.714,78
0,571.691,194.269,419.538,55
0,691.442,70.587,420.354,72
0,512.202,25.152,419.172,4
0,653.201,217.711,419.188,14
0,532.802,139.305,419.999,101
0,560.271,132.498,419.779,109
0,533.202,33.958,419.715,70
0,663.081,67.256,420.362,73
0,675.92,329.013,420.028,34
0,616.208,190.479,418.771,10
0,458.931,42.519,420.566,47
0,564.337,174.894,418.787,5
0,579.944,120.032,419.646,41
0,688.986,313.408,448.377,30
0,635.809,194.127,418.483,7
0,662.959,224.813,419.41,9
0,578.048,105.383,419.573,30
0,485.575,91.384,419.883,61
0,549.987,6.845,420.014,71
0,528.391,94.078,419.666,71
0,528.063,56.096,419.511,55
0,666.171,65.28,420.592,97
0,568.83,100.895,419.111,4
0,554.177,7.016,419.86,109
0,674.297,3.91,420.018,45
0,543.265,35.468,419.747,52
0,697.098,310.421,419.435,67
0,651.415,208.574,418.777,5
0,579.339,109.871,419.792,83
0,697.445,274.917,428.103,4
0,525.07,96.173,419.757,84
0,632.14,247.026,420.061,85
0,647.307,10.791,419.49,9
0,690.861,159.239,419.059,25
0,560.452,188.075,419.769,95
0,685.933,132.717,419.345,72
0,598.586,0.43,419.863,49
0,565.473,102.982,419.615,28
0,689.583,377.409,420.033,99
0,581.927,187.861,418.631,2
0,677.98,151.352,419.235,65
0,618.61,95.485,419.995,101
0,685.015,82.516,419.377,60
0,590.697,54.557,420.788,103
0,696.87,134.004,419.383,68
0,606.747,126.477,419.697,59
0,475.949,12.964,420.612,15
0,673.662,309.402,419.88,78
0,546.892,122.395,419.672,70
0,621.534,69.911,420.187,100
0,639.48,154.211,419.156,29
0,509.753,122.047,419.848,76
0,613.536,146.358,419.49,66
0,411.71,13.772,452.146,2
0,423.51,15.561,435.323,51
0,603.856,152.493,419.566,87
0,606.772,164.31,419.11,21
0,631.741,167.127,418.8,13
0,643.786,55.77,420.586,70
0,548.966,113.441,419.364,17
0,595.935,67.563,419.214,11
0,450.377,2.799,447.047,1
0,663.545,27.277,419.521,10
0,552.661,150.889,419.188,12
0,618.626,4.023,419.989,51
0,682.213,335.68,421.083,94
0,624.468,56.634,429.586,13
0,606.127,84.915,419.831,82
0,488.579,23.698,420.374,43
0,686.199,121.839,419.609,104
0,611.971,75.984,420.056,100
0,511.342,41.839,420,73
0,599.497,34.206,436.708,52
0,689.115,130.698,419.359,79
0,588.993,127.883,419.479,48
0,630.181,119.497,419.391,13
0,576.549,98.46,419.881,76
0,577.055,183.134,418.799,4
0,551.317,73.784,419.831,76
0,677.883,146.038,419.498,90
0,657.975,54.644,420.368,85
0,578.443,12.866,424.154,64
0,679.114,326.94,420.725,108
0,684.244,227.565,418.777,4
0,625.061,195.432,418.746,3
0,696.312,254.64,419.615,106
0,603.897,182.267,419.019,23
0,694.726,343.87,422.647,112
0,577.858,62.768,419.651,64
0,621.721,61.772,419.823,108
0,543.447,76.51,419.645,65
0,699.182,105.345,425.856,134
0,566.834,104.672,419.18,4
0,663.719,248.256,419.963,81
0,681.64,31.825,419.801,27
0,461.498,24.433,421.528,112
0,538.319,8.578,418.961,2
0,542.583,157.259,419.265,11
0,617.294,127.635,419.875,97
0,631.655,140.167,419.033,52
0,678.53,257.683,419.959,104
0,619.189,150.841,419.541,59
0,596.383,91.093,419.636,96
0,689.901,47.658,419.584,10
0,552.878,126.609,419.889,85
0,581.473,148.079,418.784,12
0,520.015,52.794,419.948,102
0,642.835,111.423,420.04,95
0,650.372,216.812,418.909,5
0,650.692,10.766,419.666,15
0,656.125,149.197,419.391,63
0,667.743,328.969,420.45,56
0,690.521,201.881,420.058,94
0,692.202,96.112,424.172,159
0,667.982,261.937,419.936,66
0,579.084,134.168,419.266,18
0,626.346,74.733,419.911,98
0,560.544,124.029,419.73,73
0,421.905,14.233,466.893,26
0,403.334,4.618,429.881,1
0,584.938,148.183,419.532,53
0,569.475,43.558,420.027,65
0,590.523,225.186,420.161,107
0,527.258,21.305,419.137,0
0,566.803,128.355,419.785,63
0,657.986,94.014,419.273,29
0,699.968,82.853,423.82,116
0,613.562,210.61,419.607,43
0,586.61,27.216,420.451,82
0,409.715,8.68,430.867,0
0,689.165,192.189,419.981,95
0,614.624,71.891,419.633,87
0,462.962,1.729,463.173,20
0,591.219,118.205,419.705,70
0,475.724,86.684,419.216,4
0,683.955,125.978,419.477,88
0,660.293,58.605,420.295,79
0,660.364,315.229,420.004,51
0,657.07,60.63,420.5,59
0,566.241,45.629,419.706,68
0,498.119,99.764,420.054,97
0,650.28,114.676,419.798,74
0,699.701,265.98,422.175,56
0,443,44.618,421.267,91
0,647.885,156.901,418.623,9
0,692.31,278.774,419.937,134
0,697.684,122.766,421.266,85
0,525.155,66.284,419.601,87
0,673.126,298.981,419.774,106
0,604.678,125.552,419.237,21
0,599.807,163.144,419.385,43
0,571.664,141.275,419.552,19
0,614.23,127.321,419.182,19
0,694.31,213.04,419.482,29
0,478.974,4.994,425.665,40
0,563.052,47.671,419.396,15
0,468.254,17.363,427.099,26
0,696.405,332.268,419.663,76
0,634.282,253.407,420.025,118
0,680.498,345.167,420.209,95
0,486.782,38.69,418.991,0
0,611.382,73.951,419.505,74
0,636.168,156.316,419.083,28
0,665.094,137.985,418.89,5
0,562.622,80.424,419.573,48
0,660.763,252.626,420.113,79
0,563.462,127.614,419.786,88
0,640.307,286.567,432.522,8
0,586.537,107.543,419.75,59
0,539.617,40.379,419.525,13
0,639.712,199.914,418.655,7
0,427.063,21.438,431.268,37
0,587.941,143.93,419.54,63
0,628.116,47.115,420.381,67
0,671.123,78.225,419.584,113
0,495.465,85.102,419.945,72
0,536.048,97.223,419.806,79
0,590.912,214.643,419.899,97
0,667.668,184.699,418.842,10
0,611.723,233.594,420.139,80
0,427.742,29.325,430.025,139
0,415.047,10.081,473.217,17
0,589.741,105.499,419.894,87
0,590.791,160.787,419.452,24
0,695.165,270.373,436.824,8
0,587.877,130.982,419.754,57
0,526.27,143.509,419.054,6
0,620.078,166.507,419.276,38
0,650.567,243.081,419.971,104
0,410.826,5.312,466.615,15
0,686.713,298.58,419.726,103
0,562.531,144.604,419.739,56
0,621.602,107.226,419.869,61
0,647.467,12.777,420.136,41
0,492.634,13.152,420.257,85
0,677.575,218.291,418.831,3
0,666.797,54.516,419.943,54
0,687.87,177.421,418.746,9
0,647.798,260.885,419.686,99
0,482.183,82.492,420.603,82
0,699.173,97.421,419.531,108
0,628.268,78.921,419.615,96
0,515.266,72.538,419.899,88
0,696.737,359.178,420.451,96
0,475.431,89.538,419.024,0
0,587.186,75.704,419.664,40
0,629.604,238,420.056,92
0,669.468,54.922,420.078,58
0,693.037,56.044,420.182,63
0,683.491,190.446,419.498,17
0,633.484,29.802,420.069,42
0,678.764,201.425,420.124,85
0,673.274,140.734,419.51,67
0,540.192,13.048,420.024,69
0,543.946,51.315,419.519,48
0,626.547,106.466,419.805,88
0,625.729,211.295,418.972,8
0,698.371,325.401,421.464,21
0,629.845,104.379,419.757,85
0,667.926,5.753,419.737,12
0,693.824,309.787,419.572,71
0,556.019,84.587,419.787,68
0,652.505,249.841,424.027,99
0,679.164,8.978,419.849,18
0,683.8,332.293,420.707,31
0,522.189,130.346,419.802,78
0,677.478,1.914,419.721,11
0,610.984,129.386,419.044,17
0,663.111,163.134,418.939,20
0,581.687,150.238,419.621,45
0,676.881,266.908,420.433,93
0,420.115,9.296,440.427,4
0,545.301,126.109,420.069,98
0,548.255,169.101,418.762,1
0,556.11,19.456,419.645,52
0,466.521,51.451,420.015,45
0,546.134,36.274,419.091,0
0,665.422,177.811,418.175,1
0,581.397,124.419,419.686,40
0,639.426,55.796,425.128,42
0,619.062,255.308,420.268,101
0,412.295,6.694,435.482,71
0,595.568,162.983,419.193,23
0,697.599,19.417,419.547,21
0,571.651,146.411,419.666,45
0,675.641,8.885,419.911,37
0,637.704,273.072,419.934,78
0,628.161,57.74,419.108,0
0,483.938,89.24,420.171,75
0,624.669,187.546,418.563,8
0,489.839,12.207,420.442,113
0,553.248,94.564,419.332,11
0,697.645,37.081,419.68,20
0,624.69,130.918,419.685,98
0,532.591,25.946,420.055,89
0,557.398,62.218,419.229,14
0,665.299,271.686,419.938,60
0,627.858,128.885,420.002,129
0,676.238,329.362,447.69,3
0,627.706,6.709,419.887,26
0,659.695,155.025,418.864,25
0,584.679,122.35,419.587,63
0,473.459,5.521,427.122,45
0,558.088,59.281,419.232,17
0,619.306,55.349,419.406,122
0,576.369,55.692,419.408,39
0,696.069,62.361,420.273,79
0,681.625,23.789,419.577,8
0,506.799,99.683,419.932,85
0,696.884,197.853,419.937,94
0,487.918,98.21,419.833,53
0,479.16,54.71,419.133,0
0,569.771,59.845,419.703,64
0,667.28,120.358,419.309,66
0,494.74,99.298,419.919,102
0,641.243,16.752,419.769,16
0,698.86,264.763,445.708,4
0,671.503,93.247,419.938,99
0,544.882,67.613,419.513,50
0,625.887,49.918,436.248,62
0,652.632,191.707,419.07,18
0,531.741,110.856,419.908,103
0,684.172,323.568,457.871,22
0,592.646,221.331,419.978,95
0,419.434,23.633,430.949,129
0,586.297,209.368,419.335,55
0,663.707,136.093,419.214,29
0,615.257,150.523,419.267,46
0,624.103,193.694,419.166,9
0,619.969,142.294,419.271,42
0,659.347,219.279,418.736,2
0,602.042,209.955,419.761,100
0,672.835,269.109,425.34,119
0,615.409,97.505,420.127,95
0,448.246,32.839,421.767,81
0,616.71,80.853,419.782,105
0,471.009,1.947,428.225,133
0,656.602,92.701,419.325,43
0,677.522,86.781,425.795,125
0,595.803,13.057,420.096,62
0,495.903,35.508,419.141,0
0,632.207,252.312,419.888,99
0,647.77,285.397,420.198,78
0,685.239,44.944,419.748,13
0,676.74,240.01,420.046,103
0,499.843,5.898,420.002,27
0,577.063,158.471,419.57,51
0,678.52,33.817,419.614,12
0,678.892,57.246,420.138,44
0,511.881,98.793,419.86,102
0,544.195,110.969,419.578,28
0,429.969,1.431,461.859,48
0,589.152,0.463,424.643,17
0,657.951,67.831,420.051,83
0,633.751,227.258,419.833,78
0,660.624,76.161,425.969,13
0,579.14,64.326,419.481,54
0,674.485,257.816,420.021,91
0,664.041,256.42,419.769,50
0,537.433,25.271,420.021,108
0,692.906,64.358,420.37,85
0,666.484,303.179,419.85,30
0,619.876,156.039,418.84,23
0,687.419,180.195,419.05,7
0,602.977,198.835,419.014,9
0,439.937,26.772,427.237,101
0,678.347,263.425,419.986,86
0,632.661,12.071,419.813,29
0,618.885,175.279,418.81,11
0,680.735,318.053,419.8,75
0,608.724,141.092,419.086,44
0,608.131,166.02,419.194,29
0,687.955,96.625,419.818,87
0,499.067,71.849,419.962,80
0,687.892,217.105,419.436,20
0,685.123,92.584,419.617,95
0,674.091,349.276,419.633,23
0,672.82,218.632,418.631,5
0,673.69,284.464,430.576,163
0,612.626,80.816,419.666,98
0,560.581,168.932,419.11,14
0,597.523,9.505,420.039,58
0,657.54,254.686,419.923,93
0,648.179,210.633,418.642,2
0,580.76,142.961,419.635,24
0,640.34,167.3,418.418,5
0,653.28,137.397,419.069,20
0,688.19,25.367,419.559,10
0,483.307,98.137,419.582,26
0,636.677,172.272,418.192,1
0,654.881,232.6,420.037,112
0,672.198,282.772,430.445,136
0,635.335,66.47,419.436,118
0,592.585,69.644,419.74,58
0,621.838,93.447,419.869,98
0,621.464,162.808,419.256,41
0,593.814,35.207,439.15,49
0,665.987,41.746,419.856,14
0,635.214,36.834,420.175,61
0,605.1,237.773,420.311,83
0,509.151,51.606,419.811,102
0,599.349,227.921,420.442,103
0,617.201,104.148,419.808,23
0,561.484,136.998,419.925,96
0,660.505,65.927,423.933,35
0,651.563,194.869,419.469,37
0,588.979,167.166,419,12
0,671.715,187.632,418.935,4
0,669.54,220.687,418.897,3
0,531.451,21.434,420.051,58
0,646.066,74.413,432.653,56
0,676.011,74.55,427.333,12
0,636.762,113.001,420.018,74
0,566.032,13.214,419.094,3
0,630.268,93.497,419.775,88
0,542.163,160.017,418.988,1
0,644.297,92.904,419.395,99
0,536.469,31.886,419.758,75
0,646.834,5.431,419.826,15
0,534.742,24.029,427.544,40
0,552.96,21.495,419.049,7
0,565.275,137.054,419.952,112
0,688.279,347.969,422.528,77
0,517.486,79.398,420.489,84
0,671.02,235.83,420.154,117
0,678.368,274.235,419.899,89
0,547.195,19.1,419.64,47
0,419.532,0.74,453.58,8
0,525.541,106.436,419.733,52
0,667.087,134.012,418.462,2
0,633.608,230.081,419.988,97
0,607.636,46.049,422.113,145
0,555.473,143.271,419.903,105
0,612.891,251.101,420.414,43
0,568.687,3.127,419.535,25
0,608.244,117.061,433.335,39
0,674.09,107.921,419.866,116
0,495.64,44.219,419.487,16
0,685.581,229.237,418.948,4
0,592.045,4.568,419.913,56
0,637.075,225.161,419.765,79
0,695.618,238.878,419.42,4
0,670.269,308.977,419.813,76
0,523.921,23.431,418.959,1
0,669.076,213.124,418.723,4
0,672.974,18.799,419.489,6
0,522.962,145.618,418.849,0
0,458.109,10.264,426.693,162
0,488.026,21.646,420.163,82
0,428.138,26.285,429.841,112
0,642.271,64.662,419.552,133
0,609.674,194.63,418.56,1
0,659.588,226.905,419.957,25
0,543.939,21.159,419.757,100
0,634.422,275.156,419.833,97
0,667.281,254.366,419.819,44
0,635.991,177.999,418.238,0
0,673.096,202.381,419.635,51
0,475.579,40.549,420.402,102
0,629.313,240.697,420.232,84
0,652.717,118.912,419.838,77
0,536.98,15.09,419.923,63
0,615.438,55.206,419.448,117
0,627.822,257.52,419.817,105
0,592.692,88.237,419.692,77
0,680.703,190.009,419.174,3
0,652.699,290.629,418.472,37
0,643.199,237.274,419.933,102
0,673.913,57.735,420.052,58
0,630.431,264.157,419.83,89
0,696.136,43.705,419.712,28
0,628.211,89.404,419.9,87
0,548.054,51.749,419.619,35
0,452.078,21.901,428.227,139
0,521.805,11.295,418.929,3
0,665.918,306.256,420.052,54
0,644.634,131.914,419.624,81
0,683.394,262.82,419.839,82
0,611.646,2.999,420.116,55
0,609.119,53.109,423.911,125
0,584.115,202.797,419.326,54
0,590.549,136.737,419.865,75
0,485.137,83.27,420.475,102
0,656.916,263.388,419.932,117
0,654.767,246.139,419.825,43
0,669.947,276.241,427.057,126
0,557.942,157.443,419.481,41
0,657.347,284.439,424.033,119
0,621.588,27.033,419.953,53
0,692.251,128.712,419.324,82
0,613.249,122.351,419.724,39
0,478.823,35.663,419.896,18
0,592.438,101.579,419.832,90
0,605.902,95.25,419.899,82
0,469.949,49.317,419.508,9
0,600.913,122.726,419.655,46
0,693.448,366.819,419.21,26
0,607.204,180.189,418.818,13
0,666.303,273.206,425.984,114
0,676.744,272.083,425.13,39
0,683.488,51.676,420.097,41
0,636.923,105.02,421.057,109
0,429.048,15.725,455.295,24
0,631.042,37.092,420.095,61
0,689.318,336.509,422.943,76
0,664.323,63.78,420.336,63
0,577.652,73.353,420.097,90
0,505.014,70.705,419.791,54
0,554.799,22.66,419.401,8
0,518.191,62.328,419.968,100
0,695.532,327.375,419.155,33
0,510.19,56.408,419.798,80
0,520.774,77.33,420.247,67
0,625.861,88.169,419.475,79
0,525.747,54.983,419.588,63
0,410.419,3.003,466.31,7
0,590.672,40.129,432.359,4
0,585.62,65.848,419.898,78
0,669.757,23.333,419.567,12
0,677.452,320.122,419.918,62
0,675.467,123.303,419.39,79
0,685.755,66.62,420.19,59
0,515.597,12.453,418.647,0
0,688.361,11.492,420.098,38
0,555.878,148.812,419.745,68
0,672.909,12.937,419.968,31
0,586.249,195.952,419.144,17
0,468.996,44.717,420.582,63
0,491.602,54.345,420.378,110
0,547.344,132.373,420.087,105
0,682.16,70.625,427.693,81
0,668.483,125.249,419.359,80
0,580.039,117.166,419.278,12
0,642.536,117.054,419.599,84
0,465.248,2.882,428.036,58
0,592.877,20.296,420.269,72
0,650.208,43.675,420.174,43
0,694.035,23.971,419.714,11
0,519.102,59.173,419.819,96
0,537.924,49.851,419.321,25
0,632.921,123.172,419.106,2
0,570.17,107.693,419.365,17
0,689.399,288.674,419.903,104
0,457.942,40.716,420.157,18
0,584.654,146.029,419.287,73
0,617.093,173.94,418.724,14
0,615.232,87.124,420.248,64
0,674.263,76.25,419.385,56
0,429.204,1.316,433.886,14
0,623.862,35.889,420.32,84
0,656.577,110.653,420.166,79
0,690.7,86.6,419.447,80
0,420.413,17.632,433.965,103
0,608.778,205.729,419.142,8
0,566.925,96.522,419.953,89
0,454.83,12.392,426.118,139
0,670.406,246.504,420.148,90
0,597.405,50.379,419.869,102
0,629.452,54.227,419.521,9
0,597.921,40.165,444.826,28
0,618.494,6.996,420.213,61
0,643.612,295.229,434.101,4
0,588.944,218.231,420.176,97
0,689.799,258.759,419.796,108
0,668.848,108.716,419.74,98
0,456.934,5.824,459.503,8
0,661.864,193.853,419.133,24
0,607.707,204.082,419.001,6
0,579.478,77.931,419.815,79
0,596.147,78.025,419.413,40
0,694.354,173.342,418.405,2
0,616.011,94.351,420.13,78
0,626.204,218.964,419.951,85
0,622.309,213.423,419.524,51
0,591.343,120.519,420.085,99
0,649.72,104.802,420.013,79
0,499.295,8.935,420.046,28
0,567.594,63.448,419.989,74
0,639.039,8.03,419.912,39
0,651.629,98.021,419.595,63
0,419.959,16.111,458.304,15
0,608.68,35.164,420.472,75
0,499.96,87.561,420.049,96
0,491.186,5.599,421.061,83
0,679.74,224.649,418.96,5
0,697.856,66.539,420.238,78
0,664.491,200.298,418.798,9
0,617.728,117.3,419.197,4
0,473.367,71.905,419.004,0
0,543.14,60.22,420.145,95
0,643.472,53.593,420.337,65
0,617.427,125.275,419.499,40
0,651.991,239.797,419.818,99
0,609.546,98.491,419.449,19
0,653.054,1.474,419.973,45
0,598.603,41.901,445.237,40
0,598.463,204.088,419.651,69
0,666.106,295.357,419.891,100
0,675.365,27.756,419.636,11
0,670.463,44.242,419.558,10
0,514.009,29.7,419.08,2
0,644.343,148.349,419.104,31
0,492.573,2.394,420.971,67
0,680.506,176.597,418.266,1
0,672.307,29.704,419.526,11
0,651.04,258.818,419.811,99
0,661.808,196.424,419.307,45
0,539.99,37.555,419.575,16
0,577.406,81.896,419.816,103
0,694.006,349.699,422.425,96
0,605.907,223.774,420.258,148
0,552.255,168.947,419.063,4
0,572.761,41.489,419.88,81
0,508.142,93.455,419.381,20
0,441.851,1.617,465.886,9
0,621.85,197.48,418.584,3
0,667.123,248.572,420.358,100
0,547.248,49.212,419.694,53
0,603.333,57.029,420.55,99
0,658.499,11.734,419.546,11
0,638.089,18.75,419.799,15
0,699.342,41.689,419.546,7
0,684.812,358.651,419.976,120
0,669.409,12.853,419.578,9
0,679.368,302.858,424.683,140
0,599.691,200.913,419.038,13
0,659.801,18.915,419.814,30
0,553.113,176.347,419.4,15
0,646.148,85.888,418.579,15
0,693.018,320.454,424.371,38
0,617.314,184.528,418.54,5
0,676.288,48.501,420.067,34
0,657.972,204.413,418.944,6
0,451.86,52.698,420.598,120
0,632.81,214.834,419.139,10
0,561.732,147.55,419.828,61
0,493.188,59.258,420.266,93
0,672.662,52.914,419.832,22
0,683.184,365.05,419.534,31
0,497.702,1.475,420.826,83
0,690.3,351.87,424.758,30
0,549.825,82.895,419.881,88
0,631.333,101.08,419.732,90
0,638.133,187.189,418.103,0
0,551.464,24.767,419.543,19
0,652.456,105.325,419.974,82
0,683.213,107.533,419.306,51
0,662.843,297.439,419.66,21
0,632.235,207.174,418.895,6
0,694.536,263.988,419.738,58
0,668.007,71.933,419.894,59
0,565.032,113.62,419.787,39
0,657.252,140.165,419.364,33
0,515.402,134.636,419.839,73
0,674.77,316.059,420.058,59
0,580.346,6.371,420.376,11
0,468.71,42.028,420.493,54
0,646.177,166.201,418.802,16
0,584.894,124.627,419.818,71
0,586.839,171.386,419.16,18
0,535.372,100.2,419.727,59
0,607.354,188.127,418.924,14
0,578.95,173.502,419.105,15
0,619.798,131.449,419.441,93
0,608.957,69.876,419.732,84
0,604.594,39.269,429.556,0
0,622.815,244.834,420.036,65
0,544.477,13.157,420.11,97
0,671.18,222.347,418.849,1
0,697.533,90.567,419.815,95
0,604.095,120.688,419.944,94
0,649.704,233.151,420.048,110
0,647.692,37.271,420.366,73
0,628.467,56.316,435.611,28
0,423.783,13.94,454.775,6
0,655.791,160.093,418.931,15
0,550.554,47.138,419.455,16
0,603.586,128.512,419.287,18
0,639.63,89.947,419.567,95
0,623.819,97.578,419.751,80
0,682.793,134.708,419.362,71
0,686.463,362.966,419.658,70
0,538.934,46.642,419.466,46
0,513.458,56.961,419.906,104
0,694.474,47.376,419.977,37
0,656.997,71.212,419.05,132
0,691.096,175.381,418.718,7
0,423.936,5.531,458.344,29
0,659.98,60.907,420.51,70
0,462.743,70.227,419.376,1
0,582.696,51.61,420.447,86
0,527.487,73.101,419.834,93
0,613.671,170.584,419.094,30
0,494.437,3.538,420.983,101
0,693.266,377.605,420.17,122
0,688.84,331.555,420.025,89
0,694.152,352.544,422.418,81
0,583.671,154.286,419.635,63
0,633.511,5.803,420.059,45
0,640.992,271.007,419.726,95
0,672.323,90.545,419.41,91
0,672.345,138.94,419.327,54
0,607.236,174.687,418.809,11
0,630.423,117.065,419.308,8
0,531.349,53.997,419.696,69
0,631.924,223.137,419.889,99
0,670.548,46.68,420.255,73
0,451.497,14.494,426.348,163
0,593.287,45.731,439.087,21
0,693.953,15.96,419.692,19
0,583.663,53.233,420.305,83
0,634.8,269.122,419.848,87
0,544.951,83.597,419.649,72
0,635.21,221.062,419.752,78
0,690.733,247.553,419.737,76
0,666.412,286.762,426.043,135
0,571.579,9.284,424.709,30
0,675.432,291.692,428.425,156
0,626.467,151.893,418.527,8
0,672.048,261.784,420.102,97
0,650.111,96.806,419.33,48
0,441.324,17.818,431.244,81
0,664.771,7.753,419.689,16
0,654.713,286.379,420.354,52
0,460.754,0.281,427.538,86
0,514.107,70.19,419.621,65
0,637.403,185.351,418.168,1
0,591.054,13.595,420.108,57
0,688.046,268.114,419.637,24
0,607.103,86.937,419.886,98
0,617.8,69.864,419.876,97
0,567.15,164.747,419.5,57
0,485.325,25.762,420.417,79
0,648.393,100.054,419.852,76
0,666.284,161.111,419.08,32
0,642.173,46.13,420.177,63
0,691.426,49.322,419.802,17
0,458.562,48.447,420.647,91
0,574.009,7.406,429.291,42
0,559.32,82.498,419.793,71
0,469.441,52.285,419.567,6
0,548.156,65.537,419.575,73
0,618.322,23.493,420.201,60
0,661.24,188.758,419.098,29
0,442.831,41.924,421.507,100
0,610.779,185.991,418.517,4
0,602.649,185.569,418.914,6
0,633.352,117.475,419.546,44
0,664.587,226.461,419.776,16
0,644.604,39.243,420.182,65
0,656.788,167.156,418.793,21
0,630.682,109.059,419.819,79
0,426.468,11.929,458.833,12
0,521.775,92.523,419.789,86
0,685.901,156.804,419.301,43
0,462.494,65.279,419.34,1
0,556.929,12.908,419.792,45
0,652.036,15.813,419.706,32
0,669.785,301.061,420.235,121
0,666.783,78.677,419.437,101
0,553.706,136.658,419.818,85
0,689.916,58.032,420.057,43
0,526.527,48.659,419.947,93
0,529.038,52.895,419.647,78
