SCAN_INDEX,X,Y,Z,SIGNAL_STRENGTH
0,592.875,80.075,419.768,65
0,592.317,47.311,426.123,9
0,512.247,14.558,418.887,6
0,466.4,27.029,420.902,89
0,609.345,82.88,419.825,102
0,666.092,150.949,419.262,49
0,691.715,273.844,419.649,83
0,665.96,143.011,418.899,13
0,620.962,115.242,419.359,12
0,525.547,138.67,419.59,48
0,574.627,152.342,419.717,71
0,627.969,158.7,419.176,44
0,629.021,209.223,418.752,1
0,648.229,274.45,419.788,89
0,635.518,205.119,418.51,2
0,549.907,96.655,419.637,56
0,543.485,10.953,420.142,68
0,697.952,194.76,419.941,87
0,672.329,35.398,419.572,11
0,492.858,51.129,419.762,43
0,687.128,185.938,419.248,23
0,575.04,154.436,419.861,85
0,596.835,69.58,419.714,63
0,662.812,41.416,419.586,11
0,537.161,22.117,432.665,51
0,619.843,212.431,419.421,40
0,638.572,64.437,419.243,120
0,650.324,24.934,419.508,7
0,491.118,96.124,420.576,87
0,571.584,109.486,419.517,25
0,671.668,123.238,419.304,75
0,534.447,76.75,419.604,58
0,595.961,219.224,420.098,95
0,686.33,36.727,419.521,9
0,693.465,237.855,419.064,7
0,600.716,178.82,418.83,9
0,454.507,42.855,420.666,84
0,681.865,287.584,428.785,148
0,637.577,179.383,418.23,0
0,605.699,80.003,419.511,58
0,682.325,212.532,419.804,83
0,630.327,31.801,420.126,59
0,538.637,98.114,419.922,91
0,534.004,149.211,419.025,5
0,679.925,342.656,420.217,91
0,674.685,91.254,419.599,118
0,482.033,27.853,420.414,89
0,591.829,181.578,418.893,5
0,622.148,229.319,420.162,100
0,690.534,78.688,423.898,30
0,683.906,187.983,419.156,11
0,560.179,108.83,420.016,93
0,546.294,25.655,419.881,91
0,465.82,63.18,419.164,1
0,586.368,43.783,419.964,102
0,616.733,254.007,420.079,69
0,671.205,5.875,419.98,48
0,662.07,156.08,419.342,51
0,478.716,29.953,420.513,98
0,474.866,15.991,420.803,12
0,631.562,78.984,419.789,105
0,697.37,51.074,419.453,14
0,638.763,80.018,419.356,41
0,563.747,185.994,419.649,81
0,544.939,147.483,419.675,81
0,696.627,389.288,420.029,111
0,609.972,124.45,419.454,39
0,544.397,108.059,419.391,20
0,672.286,125.321,419.381,89
0,573.237,100.576,419.66,41
0,660.739,258.493,419.982,105
0,592.08,61.749,420.049,93
0,644.583,183.105,418.018,0
0,696.224,279.137,419.903,131
0,652.772,311.59,423.429,20
0,651.798,40.061,419.881,44
0,563.552,106.741,419.345,18
0,566.246,20.968,419.055,2
0,696.278,230.187,418.799,1
0,684.413,115.157,419.544,98
0,514.641,39.754,419.869,74
0,593.198,108.812,419.698,76
0,521.645,82.301,419.641,70
0,694.009,159.607,419.061,28
0,568.539,158.565,419.782,56
0,496.172,49.017,419.935,74
0,576.14,0.702,419.894,34
0,585.787,129.934,419.174,15
0,677.891,352.058,420.088,109
0,435.294,3.426,463.822,79
0,570.245,54.032,419.703,73
0,630.253,165.624,418.601,10
0,613.791,143.562,419.46,69
0,617.005,112.544,419.403,5
0,564.822,134.9,419.741,98
0,527.495,61.73,419.457,55
0,571.912,132.86,419.771,65
0,699.616,225.635,418.683,1
0,578.352,142.205,419.226,12
0,618.495,85.071,420.088,72
0,638.053,267.062,419.779,107
0,651.049,179.012,417.901,0
0,464.783,22.348,421.5,102
0,583.045,45.872,420.223,89
0,557.265,126.083,420.07,88
0,580.396,181.019,418.821,4
0,678.066,313.995,419.693,45
0,690.32,81.322,419.799,87
0,595.934,86.169,419.851,99
0,684.307,251.63,419.604,76
0,548.161,163.677,419.065,5
0,661.667,284.6,423.014,83
0,587.183,80.975,419.508,44
0,679.967,237.965,420.081,120
0,655.287,88.244,419.845,117
0,601.5,80.181,419.79,85
0,572.77,114.057,419.405,18
0,594.154,196.491,418.73,6
0,492.66,62.039,420.283,103
0,420.814,4.23,466.397,9
0,472.973,74.624,419.089,0
0,546.237,1.047,418.64,0
0,557.561,179.134,419.408,34
0,549.135,15.501,419.626,58
0,696.169,182.399,419.541,50
0,624.646,67.892,420.798,82
0,509.953,81.202,420.485,75
0,686.718,99.898,420.039,112
0,616.092,206.586,418.739,6
0,686.241,108.317,419.507,81
0,448.871,48.894,420.769,77
0,630.301,45.286,426.394,1
0,553.811,45.085,419.354,21
0,495.942,59.946,420.407,106
0,648.34,196.946,419.041,16
0,471.291,32.239,420.361,81
0,621.265,43.258,420.368,57
0,679,333.184,449.567,25
0,581.859,35.415,424.125,27
0,590.068,169.335,419.19,29
0,647.185,179.174,417.989,0
0,662.444,112.764,419.779,88
0,608.806,78.001,419.923,87
0,577.783,193.345,419.104,16
0,614.888,14.811,420.039,52
0,532.063,1.999,418.927,4
0,618.221,63.874,421.412,79
0,541.551,79.987,419.702,78
0,634.156,13.469,419.905,23
0,622.481,218.726,419.866,77
0,579.961,88.256,419.908,91
0,553.635,118.136,419.582,48
0,568.362,148.489,419.712,49
0,520.73,65.998,419.626,91
0,684.153,205.928,419.957,98
0,459.487,58.584,419.884,7
0,652.268,202.507,418.895,8
0,674.076,180.659,418.506,4
0,654.363,125.779,419.357,80
0,637.611,59.795,419.122,18
0,523.287,50.722,419.876,109
0,451.997,11.355,427.122,124
0,452.212,46.776,420.718,107
0,500.005,54.968,419.895,99
0,569.374,76.179,419.207,11
0,681.997,4.892,419.524,10
0,688.927,266.486,433.957,0
0,673.469,242.083,420.003,119
0,595.479,214.086,420.191,100
0,676.807,242.449,420.057,91
0,574.968,144.308,419.731,43
0,553.175,53.907,419.609,58
0,636.808,161.475,418.62,12
0,508.646,19.632,419.222,9
0,574.112,59.34,419.635,55
0,594.449,126.826,419.627,50
0,532.21,124.01,419.766,91
0,690.581,322.356,419.615,13
0,575.898,14.781,420.072,74
0,537.656,112.28,419.986,85
0,683.229,238.376,420.02,103
0,503.372,28.175,419.047,6
0,504.42,87.726,419.995,72
0,689.658,103.439,419.549,100
0,564.833,81.535,419.422,16
0,437.248,13.492,450.988,4
0,626.557,162.415,419.042,23
0,672.73,341.819,419.433,5
0,646.163,21.782,419.745,13
0,643.392,108.841,419.54,91
0,658.037,190.791,419.085,17
0,675.742,235.372,420.367,145
0,643.241,60.746,429.18,7
0,665.002,231.541,420.112,108
0,542.885,38.31,419.444,12
0,564.354,16.563,419.82,35
0,543.262,100.902,419.072,5
0,562.257,25.99,419.71,17
0,487.277,87.145,419.94,98
0,674.668,96.711,419.843,109
0,687.853,353.776,419.946,78
0,533.335,66.467,419.596,72
0,490.084,69.122,420.055,88
0,696.718,235.804,418.967,6
0,537.257,147.116,419.456,25
0,699.441,116.072,420.592,107
0,663.335,168.929,418.335,7
0,671.522,98.722,419.564,47
0,506.654,50.758,419.898,83
0,517.449,135.95,419.681,66
0,582.591,157.618,419.788,68
0,468.571,69.056,419.2,0
0,647.712,66.648,419.204,54
0,490.639,85.006,420.089,118
0,597.898,139.956,419.628,74
0,691.351,249.569,419.69,79
0,616.065,152.869,418.908,25
0,588.993,31.179,420.346,73
0,657.571,123.753,419.32,72
0,618.743,87.071,420.373,97
0,667.759,336.804,420.064,17
0,511.139,131.928,419.697,51
0,610.603,116.602,419.409,13
0,534.919,84.193,419.702,82
0,666.898,144.764,419.688,59
0,449.558,37.664,421.452,78
0,454.284,18.07,421.871,112
0,450.887,20.21,422.072,115
0,679.589,310.877,419.841,69
0,610.428,172.651,418.967,16
0,517.777,127.7,419.924,103
0,681.533,61.053,419.98,60
0,443.239,24.654,427.554,113
0,684.942,259.266,419.806,112
0,624.23,65.779,420.133,75
0,689.44,34.753,419.562,14
0,678.245,72.762,432.328,109
0,658.656,142.062,418.959,11
0,683.673,61.973,420.274,77
0,676.184,160.736,419.165,39
0,692.977,14.014,419.751,18
0,444.433,18.761,429.367,169
0,554.704,183.639,419.961,105
0,587.533,56.606,420.16,77
0,502.105,40.073,420.021,37
0,432.178,15.855,462.576,77
0,669.986,76.626,419.771,99
0,588.512,183.681,418.828,3
0,612.26,99.535,419.688,30
0,541.577,69.706,419.468,44
0,577.308,87.198,419.855,77
0,642.328,190.013,418.321,2
0,552.557,32.127,420.003,41
0,472.129,34.127,420.663,89
0,665.914,94.588,419.561,74
0,488.224,56.497,420.28,89
0,556.334,27.187,419.822,85
0,439.005,46.833,425.621,90
0,605.367,207.859,419.599,58
0,699.479,228.157,418.779,2
0,418.763,0.1,434.035,54
0,514.872,86.572,419.824,66
0,593.554,148.004,420.044,80
0,502.515,55.784,420.266,107
0,518.581,70.435,419.891,104
0,540.03,89.11,419.881,82
0,604.344,133.533,419.77,53
0,577.238,199.098,419.494,62
0,568.05,156.509,419.646,45
0,656.927,6.799,419.837,23
0,567.046,183.908,419.573,70
0,522.446,57.068,419.654,93
0,581.729,126.661,419.438,17
0,634.07,59.635,419.047,33
0,542.866,132.924,420.168,88
0,530.893,116.551,420.107,73
0,621.84,51.144,419.599,75
0,678.518,295.064,426.564,93
0,613.894,239.773,420.489,89
0,550.913,9.086,419.907,85
0,596.43,106.76,419.809,80
0,692.98,375.279,419.783,60
0,675.675,98.565,419.79,76
0,412.637,12.047,467.4,0
0,592.99,205.121,419.483,76
0,601.8,202.002,419.24,13
0,663.389,259.29,419.835,71
0,539.64,5.197,419.044,2
0,559.889,66.105,419.622,47
0,620.684,37.899,420.4,71
0,656.331,301.592,419.227,3
0,680.51,350.078,424.427,30
0,578.195,126.481,419.197,12
0,690.113,368.921,419.302,22
0,551.902,121.949,419.742,42
0,699.94,233.763,418.992,4
0,602.728,97.268,419.834,74
0,429.83,36.484,422.31,147
0,678.784,96.581,419.959,97
0,658.604,106.845,420.198,77
0,637.524,33.021,419.68,16
0,626.115,114.213,419.441,22
0,699.533,164.504,418.563,6
0,567.641,172.799,418.86,8
0,604.167,192.829,419.04,4
0,669.386,63.26,420.326,74
0,655.542,15.824,419.84,22
0,679.38,158.703,419.296,33
0,573.441,92.396,419.853,104
0,684.506,291.037,429.76,1
0,584.214,162.284,419.287,29
0,538.48,32.98,419.927,99
0,657.936,206.698,419.005,8
0,652.372,135.472,418.958,15
0,667.803,111.908,419.879,108
0,663.747,74.164,426.202,29
0,629.426,14.09,420.186,53
0,597.819,116.426,419.928,106
0,646.749,253.804,419.843,109
0,442.338,28.178,427.084,63
0,539.193,153.653,419.074,3
0,631.861,47.319,420.282,33
0,592.812,111.85,419.928,92
0,622.409,74.631,419.628,99
0,648.843,73.829,416.845,5
0,623.31,210.282,418.813,6
0,648.961,92.28,419.504,60
0,490.337,71.624,420.141,111
0,626.237,184.183,418.083,1
0,636.173,233.854,419.919,85
0,667.169,117.658,419.636,96
0,651.137,26.767,419.713,9
0,565.159,30.031,419.565,30
0,699.149,91.996,420.266,98
0,642.018,104.111,419.66,78
0,652.96,231.078,420.224,93
0,672.572,146.836,419.455,65
0,632.059,38.828,420.276,78
0,605.643,118.981,429.689,30
0,617.31,240.391,420.378,107
0,681.51,317.673,454.789,16
0,553.074,29.256,419.77,61
0,698.894,26.273,419.38,7
0,606.557,220.799,419.959,93
0,689.499,314.727,426.341,107
0,666.63,25.312,419.633,15
0,667.508,61.779,420.146,64
0,674.462,131.983,419.685,87
0,522.249,43.285,419.895,63
0,601.061,111.96,419.955,88
0,618.922,231.361,420.235,95
0,685.133,197.389,420.055,98
0,615.366,201.587,418.649,1
0,655.45,108.861,419.927,85
0,653.134,62.818,424.577,51
0,640.422,9.472,420.192,36
0,584.664,133.034,419.552,42
0,660.224,236.951,420.02,82
0,479.224,10.865,420.904,38
0,647.163,269.604,419.533,90
0,625.52,72.609,420.362,88
0,615.849,78.772,419.748,91
0,505.268,102.992,419.797,99
0,546.803,138.144,419.874,80
0,662.303,267.963,420.14,92
0,681.053,253.7,419.46,69
0,617.455,39.931,420.618,69
0,633.354,43.284,427.337,25
0,684.955,117.258,419.753,121
0,610.068,137.621,419.198,45
0,548.159,26.835,419.943,76
0,596.306,203.025,419.441,53
0,609.262,210.847,419.564,71
0,652.221,146.123,419.245,38
0,612.134,67.844,419.952,105
0,516.852,93.342,419.651,78
0,668.165,135.99,419.519,41
0,446.668,22.512,427.126,56
0,614.159,103.712,419.451,16
0,605.871,183.503,419.218,34
0,575.929,66.355,419.581,69
0,608.398,235.686,420.305,70
0,668.374,157.443,419.072,29
0,645.662,94.322,420.167,98
0,638.237,74.876,418.099,88
0,487.033,73.724,420.103,86
0,649.036,148.136,419.334,49
0,599.005,97.436,419.659,52
0,561.189,155.383,419.503,48
0,583.665,178.933,419.06,11
0,459.108,23.572,421.581,95
0,576.786,8.477,422.441,55
0,500.149,62.775,419.69,76
0,591.413,133.901,419.79,61
0,665.569,265.905,419.962,73
0,556.881,54.47,419.539,33
0,618.599,199.544,418.562,2
0,654.803,38.099,420.7,68
0,661.51,115.918,419.628,95
0,559.592,76.7,419.854,91
0,575.159,17.788,419.842,32
0,691.312,23.393,419.543,12
0,689.885,311.965,423.792,8
0,506.423,124.149,419.911,94
0,536.793,39.606,419.212,10
0,676.804,40.229,419.586,14
0,509.134,2.722,419.51,2
0,692.332,216.594,419.869,83
0,693.553,268.644,438.689,15
0,689.804,186.416,419.824,72
0,574.051,89.26,419.849,86
0,618.483,109.237,419.352,2
0,564.72,55.079,419.328,21
0,669.373,293.287,419.938,87
0,433.124,31.048,427.841,132
0,660.019,4.825,420.015,39
0,485.204,0.893,427.555,129
0,459.05,31.376,425.113,70
0,687.543,249.579,419.643,50
0,583.284,115.087,419.632,36
0,653.474,22.94,419.522,8
0,657.636,126.42,420.029,115
0,403.866,2.923,448.101,3
0,665.187,127.302,419.791,60
0,590.733,158.139,419.57,93
0,643.856,271.678,419.86,105
0,617.283,101.688,420.094,80
0,650.658,66.909,419.3,52
0,675.389,35.796,419.698,13
0,665.127,159.494,419.124,28
0,629.715,149.804,418.98,27
0,523.59,99.564,419.56,38
0,545.105,163.239,419.18,20
0,662.911,211.552,419.185,7
0,600.057,59.077,420.959,87
0,528.757,136.596,420.115,96
0,581.502,135.068,419.154,6
0,541.599,104.614,419.747,58
0,577.836,169.017,419.286,26
0,660.544,138.114,418.946,15
0,688.919,64.615,420.236,75
0,627.286,9.779,419.722,16
0,684.679,21.845,419.67,8
0,685.43,5.008,419.782,14
0,434.118,17.134,428.791,102
0,698.659,146.503,419.308,46
0,518.956,110.648,419.248,13
0,689.318,74.066,420.298,40
0,686.487,105.46,419.343,89
0,517.895,87.207,420.2,79
0,692.631,30.226,419.488,12
0,457.525,2.367,427.115,140
0,645.863,139.566,419.276,67
0,659.686,213.612,418.985,4
0,663.973,275.125,420.082,113
0,648.348,236.747,419.994,114
0,669.402,84.6,419.387,106
0,661.915,161.538,418.976,20
0,658.286,117.961,419.657,106
0,583.092,26.491,420.228,67
0,639.088,192.064,418.311,3
0,691.466,193.372,420.05,98
0,425.209,3.538,438.11,10
0,670.116,132.026,419.397,70
0,587.987,120.264,419.496,55
0,502.8,44.806,420.121,85
0,529.904,36.049,419.69,72
0,609.19,221.693,420.233,108
0,562.995,170.091,419.229,15
0,438.64,11.701,463.152,36
0,660.885,124.401,419.481,92
0,664.364,202.62,418.989,11
0,649.923,251.766,420.165,106
0,618.215,164.883,418.977,22
0,663.619,80.692,419.258,105
0,563.386,8.831,419.48,11
0,696.954,174.165,418.794,4
0,619.757,60.38,419.281,101
0,680.293,323.768,453.37,5
0,524.042,63.887,419.83,71
0,655.468,277.903,419.999,97
0,574.861,107.426,419.271,11
0,678.214,169.69,418.239,1
0,545.66,149.501,419.787,69
0,645.482,62.646,419.295,40
0,676.485,138.713,419.292,68
0,521.097,35.626,420.255,82
0,635.014,258.646,419.714,100
0,687.502,225.513,418.637,1
0,685.105,53.302,420.185,62
0,685.537,210.494,419.888,88
0,489.349,15.235,420.311,105
0,687.101,330.212,420.593,99
0,641.036,94.958,419.524,90
0,455.197,50.584,420.588,105
0,554.133,39.568,419.254,1
0,504.067,76.521,419.913,49
0,524.342,123.535,419.937,92
0,533.537,146.576,419.324,20
0,528.811,39.142,419.598,54
0,582.62,38.135,419.561,107
0,698.381,58.636,420.148,64
0,515.775,61.275,419.884,84
0,530.6,127.587,420.003,90
0,554.874,141.19,419.791,79
0,448.132,16.614,426.616,153
0,472.292,42.63,420.492,104
0,649.993,161.16,418.878,18
0,633.191,204.055,418.469,4
0,693.592,331.359,455.823,12
0,576.667,90.353,419.81,88
0,521.717,27.622,419.962,60
0,553.64,15.015,419.543,18
0,456.124,60.689,420.306,41
0,681.852,119.261,419.293,41
0,610.358,1.389,419.883,49
0,659.47,75.118,418.525,90
0,612.07,89.168,419.658,85
0,567.345,39.463,420.179,82
0,639.411,98.317,419.728,79
0,694.244,303.72,419.821,102
0,496.897,67.451,420.237,104
0,422.437,7.343,446.813,2
0,638.732,106.165,420.06,93
0,588.601,178.406,419.189,14
0,645.748,69.269,429.436,32
0,697.273,139.149,419.131,50
0,505.428,37.975,419.849,50
0,568.425,27.97,419.477,19
0,575.176,130.796,419.705,50
0,570.822,91.325,419.559,27
0,582.988,94.376,419.88,84
0,418.242,14.094,465.907,15
0,483.383,73.368,420.005,91
0,630.858,189.489,418.224,2
0,571.641,32.985,430.363,85
0,620.542,235.585,420.246,104
0,662.046,129.323,419.336,69
0,533.41,93.311,419.867,86
0,687.053,212.201,419.861,67
0,599.135,65.511,419.579,72
0,546.462,58.126,420.03,78
0,560.25,113.954,419.56,60
0,593.032,103.399,420.077,94
0,551.742,89.826,419.605,41
0,632.474,212.464,419.015,8
0,627.708,153.657,418.489,12
0,676.871,42.706,419.778,17
0,698.819,236.857,419.294,13
0,669.641,317.129,420.449,86
0,479.942,67.679,419.834,59
0,693.299,315.547,453.257,39
0,670.692,278.538,427.501,186
0,553.899,173.194,418.625,0
0,599.316,76.012,419.457,38
0,670.689,286.458,429.364,168
0,600.778,192.307,418.65,4
0,640.265,257.915,419.869,109
0,691.458,41.009,419.619,7
0,558.013,20.629,419.28,5
0,642.786,280.357,419.974,100
0,659.327,294.387,419.715,46
0,690.379,319.543,459.022,0
0,640.008,159.444,418.712,15
0,522.218,108.53,419.911,89
0,570.189,34.711,419.486,46
0,678.182,183.536,418.967,6
0,604.054,190.22,418.857,4
0,462.871,32.015,420.93,85
0,662.55,106.71,422.232,116
0,694.804,196.763,419.798,83
0,620.058,251.912,419.976,51
0,542.76,92.969,419.898,76
0,693.835,326.042,419.374,39
0,641.063,150.403,419.368,47
0,630.898,4.698,419.757,24
0,639.263,119.112,419.754,95
0,650.759,32.843,419.638,10
0,671.215,259.892,419.922,90
0,610.394,44.103,424.763,65
0,654.833,270.271,419.784,63
0,669.17,37.39,419.654,10
0,443.155,0.578,434.951,51
0,625.022,264.968,419.739,74
0,649.411,193.746,419.059,25
0,676.052,216.586,418.649,0
0,686.366,338.52,421.016,80
0,468.693,0.747,427.356,41
0,631.751,22.764,419.88,33
0,476.138,48.029,419.592,8
0,441.092,20.876,429.498,161
0,694.137,141.152,418.895,19
0,655.073,119.994,419.732,93
0,566.424,167.947,418.804,1
0,674.262,67.926,420.456,86
0,574.457,195.427,419.464,58
0,673.75,44.679,419.867,23
0,691.531,9.509,419.719,17
0,505.737,67.632,419.876,70
0,516.701,76.963,420.045,60
0,607.885,59.559,425.177,135
0,649.111,137.512,419.261,49
0,537.464,138.629,420.233,93
0,524.023,131.767,419.879,97
0,463.894,61.408,419.501,2
0,579.985,101.475,419.503,46
0,597.321,186.452,418.683,3
0,663.754,170.934,418.171,1
0,579.57,31.404,424.206,25
0,685.447,138.715,419.157,45
0,689.44,304.634,419.963,105
0,629.978,96.046,419.824,108
0,574.359,168.546,418.907,8
0,676.74,114.351,419.406,91
0,501.09,89.826,420.178,80
0,564.236,95.481,419.711,42
0,438.234,39.172,422.174,144
0,595.362,29.984,420.441,75
0,681.535,221.173,418.826,1
0,530.102,43.842,419.229,15
0,461.241,38.598,420.52,46
0,675.053,265.502,420.09,93
0,639.435,143.651,419.032,38
0,610.069,26.324,420.302,81
0,540.523,64.822,419.923,88
0,573.772,160.553,419.575,75
0,583.867,83.049,419.839,92
0,614.471,119.358,419.221,5
0,659.782,323.415,419.821,32
0,567.129,119.864,419.582,39
0,657.69,292.763,419.582,58
0,416.763,19.802,436.031,128
0,692.766,358.857,421.283,105
0,691.648,145.02,419.105,19
0,584.033,77.73,419.316,23
0,601.67,38.017,441.8,26
0,697.463,74.572,420.286,73
0,681.112,92.671,419.351,86
0,551.077,0.445,419.349,2
0,687.379,276.108,426.165,157
0,602.542,73.963,419.493,43
0,561.051,67.613,419.784,88
0,698.694,28.874,419.704,10
0,556.426,51.834,419.82,79
0,425.702,1.872,456.356,34
0,693.773,176.176,418.891,10
0,642.749,229.694,419.916,84
0,519.464,34.26,420.035,79
0,546.199,130.823,420.058,94
0,631.441,76.894,419.883,55
0,564.803,158.599,419.162,14
0,513.662,105.842,419.836,79
0,544.042,134.456,420.243,110
0,521.106,125.606,419.698,79
0,456.893,16.078,426.427,122
0,687.882,57.055,419.742,26
0,610.999,57.545,425.763,131
0,697.919,320.948,453.128,7
0,511.854,123.45,420.173,81
0,523.335,48.056,420.178,85
0,694.457,21.407,419.513,8
0,669.419,102.55,419.574,50
0,582.693,29.403,424.454,45
0,647.291,258.674,419.675,92
0,629.784,160.371,419.009,19
0,670.735,59.742,420.093,62
0,545.999,155.102,419.206,12
0,581.98,214.511,420.084,112
0,527.707,144.878,419.401,15
0,643.605,100.89,419.758,75
0,597.694,124.772,419.59,45
0,693.454,318.954,440.766,3
0,649.386,276.181,419.837,94
0,466.118,54.384,419.719,13
0,699.581,330.218,420.199,30
0,480.073,75.465,419.991,90
0,653.312,304.483,445.071,95
0,519.443,107.748,419.561,50
0,524.338,120.747,419.462,33
0,682.221,7.033,419.924,30
0,578.035,150.188,419.674,69
0,589.609,113.877,419.993,88
0,600.339,218.96,420.145,103
0,628.725,47.975,438.171,20
0,591.237,128.862,419.63,69
0,508.269,90.765,419.589,33
0,651.729,310.305,449.582,7
0,624.529,259.598,419.964,99
0,649.264,107.346,420.032,95
0,615.037,231.495,420.161,82
0,523.32,40.214,419.752,94
0,552.202,145.344,419.918,98
0,668.398,229.427,419.634,10
0,580.752,79.777,419.779,97
0,574.478,75.391,419.769,72
0,596.078,18.275,420.206,69
0,566.402,61.962,419.924,80
0,680.342,192.453,419.381,9
0,633.01,158.327,418.979,22
0,551.412,63.461,419.803,68
0,663.168,58.898,420.341,87
0,519.05,45.331,419.687,63
0,463.264,11.884,428.502,123
0,629.698,29.931,419.977,50
0,523.148,113.578,419.752,87
0,525.526,128.238,419.767,84
0,535.443,132.36,420.073,103
0,648.11,75.751,433.779,5
